date,open_price,high_price,low_price,close_price,volume,company
2023-01-25 12:00:00,138.8707,139.0969,138.5138,138.8301,3944560,AAPL
2023-01-25 11:00:00,137.7180,139.2255,137.5549,138.8703,8256582,AAPL
2023-01-25 10:00:00,138.1184,138.8499,137.2188,137.7180,9146684,AAPL
2023-01-24 15:00:00,140.8171,141.0840,140.2783,140.8665,7710561,AAPL
2023-01-24 14:00:00,141.0148,141.1631,140.5699,140.8121,4978619,AAPL
2023-01-24 13:00:00,140.8368,141.5189,140.4197,141.0197,5477920,AAPL
2023-01-24 12:00:00,140.4661,141.2323,140.1844,140.8368,5167266,AAPL
2023-01-24 11:00:00,140.6293,140.8645,140.1350,140.4711,5539824,AAPL
2023-01-24 10:00:00,139.8384,140.6787,139.4727,140.6243,8239080,AAPL
2023-01-23 15:00:00,139.3639,139.6407,138.7510,139.4825,10338470,AAPL
2023-01-23 14:00:00,140.3327,140.3525,139.0021,139.3639,7216192,AAPL
2023-01-23 13:00:00,140.5205,140.8566,140.2536,140.3228,6275523,AAPL
2023-01-23 12:00:00,141.2619,141.2619,140.3129,140.5304,7106221,AAPL
2023-01-23 11:00:00,139.5913,141.6722,139.5023,141.2619,12669369,AAPL
2023-01-23 10:00:00,138.2765,139.8582,137.9701,139.5964,10986286,AAPL
2023-01-20 15:00:00,135.5976,136.4379,135.5622,136.2599,12625302,AAPL
2023-01-20 14:00:00,135.2714,135.7063,135.0737,135.5976,5476578,AAPL
2023-01-20 13:00:00,134.2126,135.2813,133.8281,135.2616,6459982,AAPL
2023-01-20 12:00:00,133.7589,134.3916,133.7540,134.2136,4088230,AAPL
2023-01-20 11:00:00,133.4722,134.1166,133.4525,133.7553,6223834,AAPL
2023-01-20 10:00:00,133.0669,133.9366,132.7803,133.4624,8220254,AAPL
2023-01-19 15:00:00,134.3817,134.4904,133.5513,133.7314,7952283,AAPL
2023-01-19 14:00:00,133.7194,134.6881,133.5118,134.3669,5611405,AAPL
2023-01-19 13:00:00,133.0571,133.9962,133.0445,133.7293,4990854,AAPL
2023-01-19 12:00:00,132.8495,133.2844,132.7308,133.0551,3795424,AAPL
2023-01-19 11:00:00,132.5727,133.8380,132.5134,132.8594,7024134,AAPL
2023-01-19 10:00:00,133.5019,133.5203,132.2366,132.5627,7422677,AAPL
2023-01-18 15:00:00,134.2433,134.5497,133.4821,133.6502,7794346,AAPL
2023-01-18 14:00:00,134.5102,134.5992,134.0950,134.2482,4124853,AAPL
2023-01-18 13:00:00,134.1444,134.7079,133.7787,134.5003,5217979,AAPL
2023-01-18 12:00:00,134.5970,134.7177,133.8677,134.1444,5426170,AAPL
2023-01-18 11:00:00,135.4790,135.7952,134.2433,134.5951,7589777,AAPL
2023-01-18 10:00:00,136.3983,137.0211,134.9847,135.4839,11039849,AAPL
2023-01-17 15:00:00,134.3372,134.5201,134.0456,134.3718,7158512,AAPL
2023-01-17 14:00:00,134.5003,134.5299,133.8479,134.3496,4171110,AAPL
2023-01-17 13:00:00,134.6783,134.8364,134.3520,134.4954,3655662,AAPL
2023-01-17 12:00:00,134.3125,134.7178,133.7589,134.6881,4550690,AAPL
2023-01-17 11:00:00,133.9813,134.5794,133.1361,134.3026,7094863,AAPL
2023-01-17 10:00:00,133.6403,135.7162,133.6403,133.9863,12112652,AAPL
2023-01-13 15:00:00,132.6023,133.3734,132.5331,133.1559,8571162,AAPL
2023-01-13 14:00:00,132.6023,132.8791,132.3552,132.5933,4696623,AAPL
2023-01-13 13:00:00,132.0092,132.8396,131.7720,132.5989,4895734,AAPL
2023-01-13 12:00:00,131.6830,132.0685,131.6040,132.0082,3785505,AAPL
2023-01-13 11:00:00,132.2168,132.4244,131.2332,131.6861,6097883,AAPL
2023-01-13 10:00:00,131.0207,132.4343,130.8823,132.2168,8836239,AAPL
2023-01-12 15:00:00,131.8263,132.0290,131.2480,131.8560,7949079,AAPL
2023-01-12 14:00:00,132.4837,132.5727,131.4853,131.8215,5450724,AAPL
2023-01-12 13:00:00,132.1822,132.6518,130.9020,132.4887,6956865,AAPL
2023-01-12 12:00:00,131.5545,132.6814,131.2925,132.1871,5992532,AAPL
2023-01-12 11:00:00,130.9317,131.6439,130.4770,131.5545,5797476,AAPL
2023-01-12 10:00:00,130.7834,132.2613,130.6351,130.9268,10239533,AAPL
2023-01-11 15:00:00,131.0108,131.9796,130.9762,131.9499,10768576,AAPL
2023-01-11 14:00:00,130.8922,131.3469,130.6500,131.0107,4810998,AAPL
2023-01-11 13:00:00,131.2382,131.7126,130.6945,130.8824,5468874,AAPL
2023-01-11 12:00:00,130.7834,131.4062,130.7138,131.2283,6243078,AAPL
2023-01-11 11:00:00,129.9728,130.8526,129.8690,130.7735,6142489,AAPL
2023-01-11 10:00:00,129.3945,130.5940,128.9942,129.9679,10499657,AAPL
2023-01-10 15:00:00,128.6235,129.2512,128.2725,129.2512,7778919,AAPL
2023-01-10 14:00:00,128.7372,129.1919,128.4900,128.6235,5604005,AAPL
2023-01-10 13:00:00,128.2429,128.7767,127.9364,128.7322,6357684,AAPL
2023-01-10 12:00:00,127.3927,128.3714,126.9776,128.2429,5505152,AAPL
2023-01-10 11:00:00,127.6201,127.7486,127.1852,127.4026,6805498,AAPL
2023-01-10 10:00:00,128.4999,129.3369,126.6513,127.6102,11291600,AAPL
2023-01-09 15:00:00,129.1820,129.3204,128.4011,128.6976,8460822,AAPL
2023-01-09 14:00:00,129.8839,130.2160,129.0930,129.1721,6654395,AAPL
2023-01-09 13:00:00,130.9416,131.1195,129.6861,129.8888,6056020,AAPL
2023-01-09 12:00:00,131.4161,131.4309,130.7340,130.9406,4845429,AAPL
2023-01-09 11:00:00,131.2184,131.8807,131.1492,131.4210,7586359,AAPL
2023-01-09 10:00:00,130.4967,131.6138,130.4473,131.2184,11188066,AAPL
2023-01-06 15:00:00,128.3615,128.7965,127.8574,128.0155,13965613,AAPL
2023-01-06 14:00:00,127.3730,128.4999,127.3070,128.3606,8481302,AAPL
2023-01-06 13:00:00,126.4932,127.4026,126.4240,127.3680,5386455,AAPL
2023-01-06 12:00:00,126.4239,127.0072,126.3152,126.4932,6320278,AAPL
2023-01-06 11:00:00,125.9841,126.5723,125.5541,126.4141,8737940,AAPL
2023-01-06 10:00:00,124.3579,126.0483,124.3579,125.9495,11782121,AAPL
2023-01-05 15:00:00,124.0465,124.0910,123.3299,123.5968,12551691,AAPL
2023-01-05 14:00:00,124.8324,125.0203,124.0367,124.0416,6582539,AAPL
2023-01-05 13:00:00,124.7978,125.5837,124.3580,124.8225,6956730,AAPL
2023-01-05 12:00:00,125.2278,125.4997,124.7336,124.8002,4665942,AAPL
2023-01-05 11:00:00,124.9708,125.6233,124.7039,125.2278,7593939,AAPL
2023-01-05 10:00:00,125.9098,126.3054,124.7138,124.9708,11402240,AAPL
2023-01-04 15:00:00,125.0203,125.3959,123.8439,124.9313,11576465,AAPL
2023-01-04 14:00:00,125.7122,126.4042,123.9427,125.0236,11372184,AAPL
2023-01-04 13:00:00,125.7765,126.0384,125.4750,125.7330,4441387,AAPL
2023-01-04 12:00:00,126.3054,127.1809,125.7715,125.7715,5751692,AAPL
2023-01-04 11:00:00,125.5046,126.9677,125.0499,126.3054,9499023,AAPL
2023-01-04 10:00:00,125.1883,125.8803,123.6462,125.5343,13172313,AAPL
2023-01-03 15:00:00,123.2013,123.9823,122.9740,123.6165,14239276,AAPL
2023-01-03 14:00:00,123.3892,123.8933,122.7466,123.1997,8547630,AAPL
2023-01-03 13:00:00,123.1716,123.4089,122.7664,123.3842,7254560,AAPL
2023-01-03 12:00:00,123.3200,123.6215,122.9237,123.1618,7916793,AAPL
2023-01-03 11:00:00,124.1553,124.4271,123.0630,123.3126,13223056,AAPL
2023-01-03 10:00:00,125.4849,125.8407,123.6165,124.1553,17510935,AAPL
2023-02-28 15:00:00,146.8381,146.9025,145.9026,145.9323,7554819,AAPL
2023-02-28 14:00:00,147.3480,147.5015,146.7837,146.8411,3098700,AAPL
2023-02-28 13:00:00,147.1896,147.5955,147.1401,147.3431,3157744,AAPL
2023-02-28 12:00:00,146.4867,147.3425,146.4867,147.1882,3025157,AAPL
2023-02-28 11:00:00,146.0610,146.7045,146.0447,146.4768,3276822,AAPL
2023-02-28 10:00:00,146.2392,146.5263,145.6154,146.0511,5701373,AAPL
2023-02-27 15:00:00,146.5857,146.7391,146.2293,146.4460,6165320,AAPL
2023-02-27 14:00:00,147.0015,147.3085,146.5857,146.5858,3726126,AAPL
2023-02-27 13:00:00,146.8827,147.1698,146.5759,147.0015,3149292,AAPL
2023-02-27 12:00:00,146.4768,146.9718,146.2095,146.8630,3322031,AAPL
2023-02-27 11:00:00,146.6896,146.7738,145.9818,146.4570,3989310,AAPL
2023-02-27 10:00:00,147.0461,147.6846,146.3085,146.6946,6774779,AAPL
2023-02-24 15:00:00,145.0530,145.3382,144.3531,145.2491,8658093,AAPL
2023-02-24 14:00:00,144.6452,145.1600,144.3185,145.0412,4285953,AAPL
2023-02-24 13:00:00,144.5264,144.9021,144.2692,144.6452,3926493,AAPL
2023-02-24 12:00:00,144.9571,145.0511,144.4274,144.5264,3437319,AAPL
2023-02-24 11:00:00,144.6452,145.4372,144.2789,144.9574,4976326,AAPL
2023-02-24 10:00:00,144.9422,145.4471,144.4967,144.6353,8207524,AAPL
2023-02-23 15:00:00,147.7737,148.4371,147.7638,147.9321,6443401,AAPL
2023-02-23 14:00:00,146.7144,148.1698,146.5758,147.7539,4650779,AAPL
2023-02-23 13:00:00,146.2689,146.9223,145.9620,146.7229,3243518,AAPL
2023-02-23 12:00:00,146.0610,146.3481,145.7739,146.2590,3372330,AAPL
2023-02-23 11:00:00,146.4966,146.7738,146.0016,146.0709,5011233,AAPL
2023-02-23 10:00:00,148.0906,148.2985,146.1997,146.5065,7137557,AAPL
2023-02-22 15:00:00,146.8926,147.5262,146.7094,147.4470,6748498,AAPL
2023-02-22 14:00:00,147.6846,148.4569,146.7837,146.8926,6710740,AAPL
2023-02-22 13:00:00,147.4421,147.9420,147.2832,147.6845,3601118,AAPL
2023-02-22 12:00:00,146.6055,147.6252,146.3679,147.4470,4433339,AAPL
2023-02-22 11:00:00,146.6748,146.8431,146.2194,146.5896,3376660,AAPL
2023-02-22 10:00:00,146.4570,146.9223,145.6946,146.6650,6431420,AAPL
2023-02-21 15:00:00,147.1946,147.4569,146.9273,147.0015,7831798,AAPL
2023-02-21 14:00:00,147.9222,147.9222,147.0857,147.1896,4432834,AAPL
2023-02-21 13:00:00,148.5163,148.5394,147.8034,147.9162,3442543,AAPL
2023-02-21 12:00:00,148.3084,148.6549,148.1302,148.5262,3550903,AAPL
2023-02-21 11:00:00,148.4371,148.5658,147.8727,148.3085,4421167,AAPL
2023-02-21 10:00:00,148.8628,149.1103,148.1104,148.4188,7376553,AAPL
2023-02-17 15:00:00,150.8418,151.1102,150.4172,151.0211,8184561,AAPL
2023-02-17 14:00:00,149.9271,150.8428,149.8330,150.8331,4929308,AAPL
2023-02-17 13:00:00,149.5855,149.9814,149.3479,149.9320,3647036,AAPL
2023-02-17 12:00:00,150.0607,150.6548,149.4077,149.5756,4507982,AAPL
2023-02-17 11:00:00,150.4766,150.7537,149.8627,150.0657,4767866,AAPL
2023-02-17 10:00:00,150.1696,151.1597,150.1201,150.4964,7769079,AAPL
2023-02-16 15:00:00,154.6446,154.6940,152.0606,152.1596,10947003,AAPL
2023-02-16 14:00:00,154.3971,154.7733,154.1694,154.6347,4903219,AAPL
2023-02-16 13:00:00,154.3872,154.6347,153.9863,154.3971,4794988,AAPL
2023-02-16 12:00:00,153.5209,154.6149,153.2091,154.3773,5964238,AAPL
2023-02-16 11:00:00,153.6150,153.9516,153.3466,153.5259,5743114,AAPL
2023-02-16 10:00:00,152.5408,153.6744,152.2685,153.6051,7672293,AAPL
2023-02-15 15:00:00,153.4764,153.8328,153.1299,153.8130,6657279,AAPL
2023-02-15 14:00:00,153.4665,153.9219,153.3576,153.4764,4328029,AAPL
2023-02-15 13:00:00,152.5556,153.5061,152.1844,153.4665,5018434,AAPL
2023-02-15 12:00:00,153.7140,153.8501,151.9715,152.5358,7227274,AAPL
2023-02-15 11:00:00,152.2883,153.9516,152.2784,153.7041,8173008,AAPL
2023-02-15 10:00:00,152.0408,152.8626,151.5260,152.2981,8212137,AAPL
2023-02-14 15:00:00,151.7191,152.1992,151.4269,151.5755,6382283,AAPL
2023-02-14 14:00:00,151.5161,152.0408,150.9122,151.7141,3926779,AAPL
2023-02-14 13:00:00,150.5954,151.6943,150.5459,151.5161,4610917,AAPL
2023-02-14 12:00:00,150.1845,150.8231,150.0607,150.5904,4069981,AAPL
2023-02-14 11:00:00,150.3676,151.0706,149.5360,150.1894,6650143,AAPL
2023-02-14 10:00:00,151.3181,152.2388,149.3578,150.3577,9646131,AAPL
2023-02-13 15:00:00,151.5458,152.4467,151.2389,152.3081,9338853,AAPL
2023-02-13 14:00:00,152.4467,152.4863,151.2389,151.5458,4410433,AAPL
2023-02-13 13:00:00,152.2735,152.6348,151.9418,152.4467,4554262,AAPL
2023-02-13 12:00:00,151.9121,152.7240,151.8824,152.2735,6009852,AAPL
2023-02-13 11:00:00,151.1201,152.1596,151.1201,151.8923,6975681,AAPL
2023-02-13 10:00:00,150.6746,151.2636,150.3553,151.1003,6583393,AAPL
2023-02-10 15:00:00,149.1598,149.6499,148.7935,149.5162,7127897,AAPL
2023-02-10 14:00:00,148.9667,149.1500,148.5164,149.1499,3913888,AAPL
2023-02-10 13:00:00,148.6598,149.6103,148.5756,148.9618,4387204,AAPL
2023-02-10 12:00:00,148.3183,148.6945,147.9420,148.6598,3855930,AAPL
2023-02-10 11:00:00,148.8529,149.4073,148.2094,148.3282,4223765,AAPL
2023-02-10 10:00:00,148.4420,149.8331,147.8628,148.8727,8119622,AAPL
2023-02-09 15:00:00,150.0302,150.0500,148.6957,149.1504,8540754,AAPL
2023-02-09 14:00:00,150.3663,150.5739,149.9907,150.0301,3735122,AAPL
2023-02-09 13:00:00,150.9792,151.0089,150.1983,150.3565,3636357,AAPL
2023-02-09 12:00:00,151.4834,151.8491,150.4850,150.9832,4708076,AAPL
2023-02-09 11:00:00,151.5526,151.7305,150.8705,151.4833,5492432,AAPL
2023-02-09 10:00:00,151.5130,151.9974,150.8507,151.5575,6510467,AAPL
2023-02-08 15:00:00,150.4454,150.5542,149.7534,150.2032,9838134,AAPL
2023-02-08 14:00:00,150.2181,150.5640,149.9314,150.4454,4137933,AAPL
2023-02-08 13:00:00,150.0401,150.3960,149.4865,150.2181,4236047,AAPL
2023-02-08 12:00:00,150.4919,150.5047,149.4351,150.0431,4284110,AAPL
2023-02-08 11:00:00,151.4049,151.4340,149.7238,150.4850,7146117,AAPL
2023-02-08 10:00:00,151.6811,152.0073,150.5047,151.4055,8314726,AAPL
2023-02-07 15:00:00,152.4522,153.4407,151.6712,152.8673,12740588,AAPL
2023-02-07 14:00:00,150.3725,152.6993,150.3051,152.4522,7233403,AAPL
2023-02-07 13:00:00,153.0552,153.3715,149.6249,150.3860,10476063,AAPL
2023-02-07 12:00:00,151.2610,153.4506,150.6332,153.0355,7438475,AAPL
2023-02-07 11:00:00,150.8507,151.8392,150.8122,151.2600,5538127,AAPL
2023-02-07 10:00:00,150.5640,151.4340,150.0994,150.8507,7913831,AAPL
2023-02-06 15:00:00,149.9017,150.1686,149.0516,149.9413,8835988,AAPL
2023-02-06 14:00:00,150.4148,150.7716,149.7732,149.9067,5253403,AAPL
2023-02-06 13:00:00,150.6728,150.7710,149.8474,150.4098,4593403,AAPL
2023-02-06 12:00:00,150.2874,151.0385,150.0698,150.6807,4319211,AAPL
2023-02-06 11:00:00,150.5344,151.3450,150.2378,150.2971,6266543,AAPL
2023-02-06 10:00:00,150.7321,150.9596,149.1702,150.5245,10437799,AAPL
2023-02-03 15:00:00,152.9069,153.5445,152.3236,152.7289,13439828,AAPL
2023-02-03 14:00:00,153.5692,153.9053,152.6301,152.9069,8775212,AAPL
2023-02-03 13:00:00,152.8080,154.0536,152.4966,153.5656,11421232,AAPL
2023-02-03 12:00:00,153.9350,155.1903,152.6696,152.8069,10729981,AAPL
2023-02-03 11:00:00,154.0042,155.3980,153.7372,153.9350,14244174,AAPL
2023-02-03 10:00:00,151.4834,155.5759,150.8211,153.9844,31686120,AAPL
2023-02-02 15:00:00,147.3414,149.1900,147.0152,149.1900,15345696,AAPL
2023-02-02 14:00:00,149.2246,149.4470,147.2426,147.3365,9441027,AAPL
2023-02-02 13:00:00,148.2113,149.2592,148.1817,149.2246,7688371,AAPL
2023-02-02 12:00:00,148.0532,148.5573,147.7171,148.2014,6981882,AAPL
2023-02-02 11:00:00,148.4387,148.7155,147.8555,148.0433,8336851,AAPL
2023-02-02 10:00:00,146.8855,148.7748,146.4715,148.4296,12557828,AAPL
2023-02-01 15:00:00,142.7151,144.9294,142.6755,143.7926,16336675,AAPL
2023-02-01 14:00:00,140.8164,143.5059,139.7000,142.7002,12841999,AAPL
2023-02-01 13:00:00,140.5502,141.0741,140.2141,140.8467,4347731,AAPL
2023-02-01 12:00:00,140.7083,140.8072,140.0954,140.5601,5434867,AAPL
2023-02-01 11:00:00,140.9555,141.3805,140.6243,140.7083,4669651,AAPL
2023-02-01 10:00:00,141.5486,141.7561,140.7182,140.9555,7070976,AAPL
2023-03-31 15:00:00,162.5848,163.3570,162.4907,163.1986,15070141,AAPL
2023-03-31 14:00:00,162.3274,162.6046,162.2878,162.5947,3944084,AAPL
2023-03-31 13:00:00,162.1789,162.4412,161.9412,162.3245,3901595,AAPL
2023-03-31 12:00:00,161.5947,162.4066,161.5254,162.1690,5343629,AAPL
2023-03-31 11:00:00,161.1789,161.6343,161.0891,161.5947,4256942,AAPL
2023-03-31 10:00:00,161.0898,161.3967,160.6344,161.1641,5794873,AAPL
2023-03-30 15:00:00,160.4364,160.7631,160.2483,160.7532,5881309,AAPL
2023-03-30 14:00:00,159.9711,160.7154,159.9364,160.4364,4017438,AAPL
2023-03-30 13:00:00,160.1146,160.4364,159.7434,159.9711,3451299,AAPL
2023-03-30 12:00:00,160.4760,160.6096,160.0107,160.1180,4151040,AAPL
2023-03-30 11:00:00,160.7086,160.7779,160.3374,160.4706,4388641,AAPL
2023-03-30 10:00:00,160.3473,160.8522,159.8919,160.7037,7225836,AAPL
2023-03-29 15:00:00,158.8523,159.4463,158.6989,159.1790,8446740,AAPL
2023-03-29 14:00:00,158.4315,158.9117,158.3078,158.8474,4010325,AAPL
2023-03-29 13:00:00,158.3622,158.8622,158.2484,158.4266,4329203,AAPL
2023-03-29 12:00:00,158.2880,158.4464,157.9217,158.3622,3466441,AAPL
2023-03-29 11:00:00,157.9217,158.4662,157.9118,158.2781,3998686,AAPL
2023-03-29 10:00:00,158.2682,158.7038,157.7633,157.9223,6372945,AAPL
2023-03-28 15:00:00,155.1793,156.1594,155.1793,156.1000,7009028,AAPL
2023-03-28 14:00:00,154.5258,155.1991,154.4961,155.1743,3454661,AAPL
2023-03-28 13:00:00,155.0010,155.0704,154.4268,154.5308,3823080,AAPL
2023-03-28 12:00:00,155.3575,155.3872,154.8773,154.9812,3008908,AAPL
2023-03-28 11:00:00,154.8822,155.4664,154.8327,155.3476,4594816,AAPL
2023-03-28 10:00:00,155.2040,155.7437,154.5258,154.8921,6801177,AAPL
2023-03-27 15:00:00,157.4762,157.6247,156.3970,156.7237,7046826,AAPL
2023-03-27 14:00:00,156.7237,157.4795,156.5356,157.4762,3749023,AAPL
2023-03-27 13:00:00,156.7039,157.0204,156.2980,156.7138,3910214,AAPL
2023-03-27 12:00:00,156.8589,157.2484,156.4663,156.7028,4172481,AAPL
2023-03-27 11:00:00,158.1692,158.2385,156.8227,156.8623,5061149,AAPL
2023-03-27 10:00:00,158.7731,159.1196,158.0306,158.1697,6193345,AAPL
2023-03-24 15:00:00,158.0900,158.7434,157.7732,158.6543,7723789,AAPL
2023-03-24 14:00:00,157.5653,158.3573,157.5177,158.0831,4627987,AAPL
2023-03-24 13:00:00,157.1593,158.0801,156.9861,157.5653,4783536,AAPL
2023-03-24 12:00:00,157.5158,157.8821,156.6049,157.1691,4757276,AAPL
2023-03-24 11:00:00,157.5950,157.8128,156.4762,157.5059,6519375,AAPL
2023-03-24 10:00:00,157.6148,157.9712,156.6742,157.5851,7645672,AAPL
2023-03-23 15:00:00,157.0306,158.0504,156.1099,157.3078,12495756,AAPL
2023-03-23 14:00:00,158.0132,158.2385,156.1297,157.0212,7775399,AAPL
2023-03-23 13:00:00,158.8127,159.0404,157.9316,158.0207,5131276,AAPL
2023-03-23 12:00:00,159.0454,159.4166,158.7137,158.8127,4239392,AAPL
2023-03-23 11:00:00,159.6344,159.9415,158.7632,159.0406,6138353,AAPL
2023-03-23 10:00:00,158.0801,159.6938,157.9514,159.6344,8071398,AAPL
2023-03-22 15:00:00,158.7929,159.3473,156.2386,156.2436,16159592,AAPL
2023-03-22 14:00:00,158.5157,160.5255,158.2335,158.7983,13219097,AAPL
2023-03-22 13:00:00,158.1593,158.6642,158.0207,158.5157,3829835,AAPL
2023-03-22 12:00:00,158.8622,158.8622,157.8821,158.1666,4081792,AAPL
2023-03-22 11:00:00,158.5958,158.9216,158.2979,158.8622,4538413,AAPL
2023-03-22 10:00:00,158.1395,158.8127,157.5336,158.6048,8178168,AAPL
2023-03-21 15:00:00,157.3078,157.8128,157.0207,157.8128,10036761,AAPL
2023-03-21 14:00:00,157.0305,157.4168,156.7534,157.3176,5103582,AAPL
2023-03-21 13:00:00,156.6247,157.5158,156.5059,157.0207,6614620,AAPL
2023-03-21 12:00:00,155.8624,156.7138,155.7832,156.6181,5482219,AAPL
2023-03-21 11:00:00,155.3476,156.1198,155.2892,155.8624,7068126,AAPL
2023-03-21 10:00:00,156.0901,156.3970,154.9812,155.3426,8230530,AAPL
2023-03-20 15:00:00,155.8426,156.2485,155.6050,155.8921,9283732,AAPL
2023-03-20 14:00:00,155.8162,156.2485,155.5188,155.8624,6308083,AAPL
2023-03-20 13:00:00,155.1892,156.1990,155.1298,155.8178,7765495,AAPL
2023-03-20 12:00:00,154.7238,155.3080,154.1843,155.1793,5818201,AAPL
2023-03-20 11:00:00,154.6446,155.3179,154.4367,154.7189,7207316,AAPL
2023-03-20 10:00:00,152.9220,154.7535,152.8824,154.6544,7983572,AAPL
2023-03-17 15:00:00,153.3873,153.8823,152.8527,153.4615,9839608,AAPL
2023-03-17 14:00:00,154.2486,154.4762,153.1299,153.3774,5092200,AAPL
2023-03-17 13:00:00,153.7288,154.2981,153.6942,154.2481,4223586,AAPL
2023-03-17 12:00:00,153.5160,154.1595,153.3576,153.7239,4696392,AAPL
2023-03-17 11:00:00,153.5061,153.8229,152.7438,153.5061,5776495,AAPL
2023-03-17 10:00:00,154.2585,155.1793,152.8825,153.4962,10125956,AAPL
2023-03-16 15:00:00,154.3625,154.9020,154.0506,154.3575,12843611,AAPL
2023-03-16 14:00:00,153.7635,154.3971,153.3576,154.3625,6169116,AAPL
2023-03-16 13:00:00,153.5556,153.8526,152.8626,153.7635,5636074,AAPL
2023-03-16 12:00:00,153.6348,153.7932,152.7438,153.5626,7904652,AAPL
2023-03-16 11:00:00,152.5457,153.9417,152.1794,153.6546,10091045,AAPL
2023-03-16 10:00:00,151.6151,152.7595,151.2191,152.5537,9115521,AAPL
2023-03-15 15:00:00,151.3577,151.7191,150.1102,151.4666,10948573,AAPL
2023-03-15 14:00:00,150.6251,151.5656,149.9716,151.3478,7125539,AAPL
2023-03-15 13:00:00,149.0855,150.8132,149.0014,150.6152,6467486,AAPL
2023-03-15 12:00:00,149.6548,149.8429,148.9370,149.0855,5074680,AAPL
2023-03-15 11:00:00,149.4370,150.3364,149.0608,149.6647,7010266,AAPL
2023-03-15 10:00:00,149.7142,150.1401,148.4272,149.4172,9361759,AAPL
2023-03-14 15:00:00,149.5088,151.2884,148.6054,151.0310,12626688,AAPL
2023-03-14 14:00:00,149.4766,150.1300,148.9321,149.5063,5819320,AAPL
2023-03-14 13:00:00,151.0507,151.2800,149.0212,149.4799,8417066,AAPL
2023-03-14 12:00:00,151.1547,151.5445,150.7835,151.0409,4867422,AAPL
2023-03-14 11:00:00,151.1201,151.8725,151.1003,151.1597,5167096,AAPL
2023-03-14 10:00:00,151.0013,151.6745,150.6726,151.1300,6829917,AAPL
2023-03-13 15:00:00,150.5954,150.8330,148.8529,148.9618,10595335,AAPL
2023-03-13 14:00:00,150.4073,151.1795,150.2191,150.5997,6464441,AAPL
2023-03-13 13:00:00,150.2884,150.5261,149.3776,150.3918,6305605,AAPL
2023-03-13 12:00:00,151.0904,151.5755,149.9617,150.2884,7435553,AAPL
2023-03-13 11:00:00,150.0558,151.6151,149.8331,151.0904,11148372,AAPL
2023-03-13 10:00:00,149.2390,150.3577,148.6945,150.0519,12704165,AAPL
2023-03-10 15:00:00,147.1797,147.2886,146.1398,147.0015,10525699,AAPL
2023-03-10 14:00:00,146.7243,147.5163,146.3679,147.1698,6860645,AAPL
2023-03-10 13:00:00,147.6846,147.9123,146.3778,146.7243,6403636,AAPL
2023-03-10 12:00:00,148.3678,148.5559,147.5461,147.6843,4687205,AAPL
2023-03-10 11:00:00,148.9420,149.4370,148.2589,148.3579,6624557,AAPL
2023-03-10 10:00:00,148.2985,149.0211,147.6846,148.9618,8486884,AAPL
2023-03-09 15:00:00,149.8033,149.9023,148.7291,149.0509,9559326,AAPL
2023-03-09 14:00:00,150.4469,150.6053,149.7142,149.7959,5265874,AAPL
